DEPARTURES_PERFORMED,DISTANCE,AIR_TIME,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,AIRCRAFT_TYPE,MONTH,DATA_SOURCE,FUEL_CONSUMPTION
1,739,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",622,4,IU,7319
1,739,100,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",699,2,IU,6336
1,739,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",622,12,IU,7319
1,739,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",699,9,IU,6336
1,739,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",16271,YYZ,"Toronto, Canada",622,3,IU,7319
1,743,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11423,DSM,"Des Moines, IA",888,5,DU,5732
1,743,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11423,DSM,"Des Moines, IA",698,5,DU,5234
1,743,109,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11423,DSM,"Des Moines, IA",694,11,DU,5291
1,746,85,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",888,1,DU,5732
1,746,90,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",622,8,DU,7319
1,746,90,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",699,1,DU,6336
1,746,91,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",626,12,DU,11023
1,746,93,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",622,9,DU,7319
1,746,94,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",694,4,DU,5291
1,746,97,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",622,12,DU,7319
1,746,97,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",699,9,DU,6336
1,746,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",694,8,DU,5291
1,746,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",888,2,DU,5732
1,746,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",622,5,DU,7319
1,746,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",622,2,DU,7319
1,746,107,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11618,EWR,"Newark, NJ",694,7,DU,5291
1,749,89,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",888,8,DU,5732
1,749,92,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",699,1,DU,6336
1,749,94,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",888,12,DU,5732
1,749,95,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",614,12,DU,5578
1,749,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",699,12,DU,6336
1,749,107,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",698,12,DU,5234
1,749,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14576,ROC,"Rochester, NY",614,6,DU,5578
1,760,90,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",626,3,DU,11023
1,760,91,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,9,DU,11684
1,760,92,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",622,10,DU,7319
1,760,96,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",721,12,DU,5732
1,760,97,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",339,10,DU,12125
1,760,97,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,11,DU,11684
1,760,97,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",626,6,DU,11023
1,760,98,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",614,11,DU,5578
1,760,98,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",687,1,DU,12566
1,760,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",623,2,DU,8598
1,760,100,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",698,1,DU,5234
1,760,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",622,8,DU,7319
1,760,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",623,12,DU,8598
1,760,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,7,DU,11684
1,760,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",339,1,DU,12125
1,760,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",694,9,DU,5291
1,760,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,6,DU,11684
1,760,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",687,3,DU,12566
1,760,105,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",614,8,DU,5578
1,760,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,6,DU,11684
1,760,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",696,9,DU,12324
1,760,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",721,5,DU,5732
1,760,107,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",626,5,DU,11023
1,760,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",339,2,DU,12125
1,760,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",614,10,DU,5578
1,760,110,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",624,7,DU,11684
1,760,126,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",608,2,DU,4850
1,760,129,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",699,2,DU,6336
1,760,132,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",608,10,DU,4850
1,760,136,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",687,6,DU,12566
1,760,159,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",696,4,DU,12324
1,760,183,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",687,5,DU,12566
1,760,243,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",694,6,DU,5291
1,760,295,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12478,JFK,"New York, NY",687,4,DU,12566
1,761,94,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",614,8,DU,5578
1,761,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",614,10,DU,5578
1,761,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",888,5,DU,5732
1,761,105,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",622,12,DU,7319
1,761,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",698,5,DU,5234
1,761,110,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",694,11,DU,5291
1,761,113,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",699,5,DU,6336
1,761,118,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",622,11,DU,7319
1,761,121,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",699,1,DU,6336
1,761,122,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",888,11,DU,5732
1,761,126,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",614,11,DU,5578
1,761,156,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",699,6,DU,6336
1,761,218,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13851,OKC,"Oklahoma City, OK",699,4,DU,6336
1,762,90,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",721,10,DU,5732
1,762,92,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",614,11,DU,5578
1,762,98,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",614,6,DU,5578
1,762,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",698,5,DU,5234
1,762,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",614,4,DU,5578
1,762,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",614,2,DU,5578
1,762,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",698,4,DU,5234
1,762,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12953,LGA,"New York, NY",723,6,DU,4079
1,769,99,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15380,TVC,"Traverse City, MI",608,9,DU,4850
1,774,98,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",622,9,DU,7319
1,774,100,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",888,8,DU,5732
1,774,101,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",888,9,DU,5732
1,774,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",888,4,DU,5732
1,774,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",888,10,DU,5732
1,774,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",626,9,DU,11023
1,774,105,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",608,9,DU,4850
1,774,129,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11977,GRB,"Green Bay, WI",694,1,DU,5291
1,780,96,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12197,HPN,"White Plains, NY",622,2,DU,7319
1,780,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12197,HPN,"White Plains, NY",622,11,DU,7319
1,780,124,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13290,MHK,"Manhattan/Ft. Riley, KS",888,9,DU,5732
1,782,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12278,ICT,"Wichita, KS",698,4,DU,5234
1,782,118,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12278,ICT,"Wichita, KS",699,9,DU,6336
1,782,124,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12278,ICT,"Wichita, KS",888,11,DU,5732
1,782,193,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",12278,ICT,"Wichita, KS",699,4,DU,6336
1,783,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15070,SWF,"Newburgh/Poughkeepsie, NY",622,9,DU,7319
1,783,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15070,SWF,"Newburgh/Poughkeepsie, NY",888,9,DU,5732
1,783,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15070,SWF,"Newburgh/Poughkeepsie, NY",888,10,DU,5732
1,794,94,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",699,8,DU,6336
1,794,95,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",698,2,DU,5234
1,794,95,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",698,3,DU,5234
1,794,95,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",698,8,DU,5234
1,794,100,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",608,5,DU,4850
1,794,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",622,9,DU,7319
1,794,103,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",888,8,DU,5732
1,794,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",699,10,DU,6336
1,794,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",614,8,DU,5578
1,794,109,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",698,6,DU,5234
1,794,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",699,12,DU,6336
1,794,141,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",15096,SYR,"Syracuse, NY",608,9,DU,4850
1,813,100,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",614,8,DU,5578
1,813,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,8,DU,5234
1,813,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",614,7,DU,5578
1,813,110,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",888,9,DU,5732
1,813,111,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",608,8,DU,4850
1,813,115,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",622,9,DU,7319
1,813,118,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,10,DU,5234
1,813,121,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,12,DU,5234
1,813,122,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,11,DU,5234
1,813,126,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,2,DU,5234
1,813,129,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",694,11,DU,5291
1,813,174,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10423,AUS,"Austin, TX",698,6,DU,5234
1,821,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",622,8,DU,7319
1,821,111,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",699,7,DU,6336
1,821,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",694,10,DU,5291
1,821,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",699,8,DU,6336
1,821,118,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13871,OMA,"Omaha, NE",699,4,DU,6336
1,853,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10257,ALB,"Albany, NY",608,4,DU,4850
1,853,105,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10257,ALB,"Albany, NY",698,9,DU,5234
1,853,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10257,ALB,"Albany, NY",614,12,DU,5578
1,853,109,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10257,ALB,"Albany, NY",699,4,DU,6336
1,853,112,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10257,ALB,"Albany, NY",698,7,DU,5234
1,859,104,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",614,3,DU,5578
1,859,107,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",622,10,DU,7319
1,859,113,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",699,5,DU,6336
1,859,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",622,6,DU,7319
1,859,121,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",699,6,DU,6336
1,859,123,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",622,9,DU,7319
1,859,140,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",608,7,DU,4850
1,859,156,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10529,BDL,"Hartford, CT",608,3,DU,4850
1,874,114,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",694,10,DU,5291
1,874,114,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",888,8,DU,5732
1,874,119,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",698,4,DU,5234
1,874,125,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",622,12,DU,7319
1,874,128,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",622,10,DU,7319
1,874,132,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",888,9,DU,5732
1,874,142,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",622,11,DU,7319
1,874,144,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",622,3,DU,7319
1,874,155,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",608,9,DU,4850
1,874,203,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",622,1,DU,7319
1,874,213,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14683,SAT,"San Antonio, TX",888,4,DU,5732
1,880,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11032,CUN,"Cancun, Mexico",699,10,IU,6336
1,880,119,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11032,CUN,"Cancun, Mexico",888,8,IU,5732
1,880,122,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11032,CUN,"Cancun, Mexico",888,10,IU,5732
1,880,139,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11032,CUN,"Cancun, Mexico",623,3,IU,8598
1,880,142,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",11032,CUN,"Cancun, Mexico",687,12,IU,12566
1,903,105,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14307,PVD,"Providence, RI",699,2,DU,6336
1,903,119,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14307,PVD,"Providence, RI",698,7,DU,5234
1,903,122,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",14307,PVD,"Providence, RI",698,9,DU,5234
1,907,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",359,3,DU,12787
1,907,121,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",624,12,DU,11684
1,907,122,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",622,10,DU,7319
1,907,123,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",339,4,DU,12125
1,907,123,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",698,9,DU,5234
1,907,124,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",623,8,DU,8598
1,907,124,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",694,9,DU,5291
1,907,124,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",696,7,DU,12324
1,907,125,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",359,6,DU,12787
1,907,125,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",623,6,DU,8598
1,907,127,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",623,8,DU,8598
1,907,127,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",624,4,DU,11684
1,907,127,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",687,3,DU,12566
1,907,127,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",721,3,DU,5732
1,907,127,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",721,6,DU,5732
1,907,128,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",622,4,DU,7319
1,907,128,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",626,3,DU,11023
1,907,128,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",696,8,DU,12324
1,907,129,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",614,11,DU,5578
1,907,129,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",694,10,DU,5291
1,907,130,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",687,4,DU,12566
1,907,130,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",721,12,DU,5732
1,907,131,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",359,5,DU,12787
1,907,131,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",608,12,DU,4850
1,907,131,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",696,1,DU,12324
1,907,132,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",687,2,DU,12566
1,907,132,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",687,11,DU,12566
1,907,133,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",626,11,DU,11023
1,907,133,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",687,1,DU,12566
1,907,133,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",694,1,DU,5291
1,907,137,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",359,8,DU,12787
1,907,137,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",721,4,DU,5732
1,907,142,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",614,1,DU,5578
1,907,142,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",626,9,DU,11023
1,907,201,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",13487,MSP,"Minneapolis, MN",698,1,DU,5234
1,946,102,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",687,12,DU,12566
1,946,106,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",622,1,DU,7319
1,946,108,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",626,3,DU,11023
1,946,109,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",608,1,DU,4850
1,946,111,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",696,3,DU,12324
1,946,112,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",694,2,DU,5291
1,946,115,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",694,10,DU,5291
1,946,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",622,5,DU,7319
1,946,116,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",624,4,DU,11684
1,946,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",622,10,DU,7319
1,946,117,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",888,9,DU,5732
1,946,120,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",614,2,DU,5578
1,946,120,DL,Delta Air Lines Inc.,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",723,4,DU,4079
